feature_path,transcript
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002391.npy,but finally the merchant appeared and asked the boy to shear four sheep
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002392.npy,maybe the church with the sycamore growing from within had been haunted
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002393.npy,give the current album a  out of 
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002394.npy,suddenly there is so much more time in a day because she no longer has to spend hours commuting
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002395.npy,witnesses report a caucasian rampage murderer equipped with molotov cocktails
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002396.npy,i don't want to take any chances
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002397.npy,so what does he do
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002398.npy,you go on and practice
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002399.npy,what are you doing here one of the figures demanded
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002400.npy,darren never saw a bottle till he was six months old
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002401.npy,don't let him eat too many strawberries
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002402.npy,what are you doing up here then
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002403.npy,now it will be with hope
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002404.npy,strong cryptography can prevent a man in the middle to read a conversation
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002405.npy,you get out of here quick
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002406.npy,this man's going to jump off a roof
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002407.npy,what's its value today
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002408.npy,one of my best reporters
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002409.npy,he suggested that the boy look around the palace and return in two hours
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002410.npy,we've certainly been in some sweet jams
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002411.npy,and he knew that egypt was in africa
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002412.npy,but you don't know about love
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002413.npy,i'll get the tickets
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002414.npy,not always in this way but i always appear in one form or another
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002415.npy,i could have drawn this picture
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002416.npy,look out where you're pointing that gun
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002417.npy,when did you arrive in town
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002418.npy,another run on the bank
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002419.npy,she placed the glass carefully on the edge of the table
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002420.npy,now i can see that it hasn't been too bad
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002421.npy,love is the falcon's flight over your sands
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002422.npy,elizabeth reclined gracefully
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002423.npy,what's the matter with my brain
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002424.npy,not that i was listening but i noticed that you sounded really stressed when you were explaining the situation to him
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002425.npy,about one in twenty
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002426.npy,the volcano eruption itself was a catastrophe but the ash is an excellent fertilizer
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002427.npy,the boy smiled and continued digging
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002428.npy,keep your shirt on
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002429.npy,that's a swell bracelet you're wearing
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002430.npy,and so do you
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002431.npy,the space station rocked violently due to the intense pressure wave from the airlock failure
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002432.npy,we'll have some lunch and you can tell me everything
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002433.npy,at that time it was quite clear in my own mind that the thing had come from the planet mars
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002434.npy,it didn't bring with it the smell of the desert nor the threat of moorish invasion
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002435.npy,hold on a minute
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002436.npy,he should have decided to become a shepherd the boy said
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002437.npy,about three hundred thousand
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002438.npy,down below in the darkness were hundreds of people sleeping in peace
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002439.npy,his name was joseph
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002440.npy,because you have already lost your savings twice
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002441.npy,if you add another two storeys you'll need more support pillars
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002442.npy,christopher was confused
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002443.npy,it occurred to me late last night
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002444.npy,he's in the desk
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002445.npy,i can see a smiling face in the clouds
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002446.npy,the top had certainly ceased to rotate
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002447.npy,it didn't bring with it the smell of the desert nor the threat of moorish invasion
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002448.npy,he watched the hawks as they drifted on the wind
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002449.npy,susan wrapped each present individually
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002450.npy,i found myself alone and saw the people on the other side of the pit running away
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002451.npy,the crowd swayed a little as i elbowed my way through
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002452.npy,now look what you did
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002453.npy,this is my last chance
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002454.npy,they was both too smart for us
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002455.npy,don't hurt my sore arm again
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002456.npy,he thought of the woman who had trusted in the desert
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002457.npy,just drop a module into your macrosystem directory turn your microphone off and on and it will attempt to load it
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002458.npy,replace the ts in tim tebow's name with any other consonant to get a star wars character
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002459.npy,and you know it as well as i do
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002460.npy,other servants maintained the fires in the hookahs
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002461.npy,victoria does things in a much bigger way
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002462.npy,do you have coffee
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002463.npy,just tell them marge sent you
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002464.npy,it's the only one they had left
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002465.npy,the criminals taunted the police officers and prison guards
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002466.npy,there'll be no red uprising
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002467.npy,the group from belgium plans to go hiking on wednesday
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002468.npy,the parameters are selected on the test set
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002469.npy,you mustn't let what she said bother you
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002470.npy,of course it's the place
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002471.npy,hold your nose to keep the smell from disabling your motor functions
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002472.npy,every folder contained a photo
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002473.npy,tell them all to wait
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002474.npy,astronomy might be complicated but it's not rocket science
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002475.npy,i want to book a restaurant for five people
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002476.npy,his internet connection was too slow
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002477.npy,i'd hate to have that many pins stuck in me
